City alias,State short,State full,County,City,,site,ZIPCode,County,State,Lat,Long
Farmington,PA,Pennsylvania,FAYETTE,Farmington,,,,,,,
Fayette City,PA,Pennsylvania,FAYETTE,Fayette City,,,,,,,
Lake Lynn,PA,Pennsylvania,FAYETTE,Gans,,,,,,,
Gans,PA,Pennsylvania,FAYETTE,Gans,,,,,,,
Gibbon Glade,PA,Pennsylvania,FAYETTE,Gibbon Glade,,,,,,,
Grindstone,PA,Pennsylvania,FAYETTE,Grindstone,,,,,,,
Hibbs,PA,Pennsylvania,FAYETTE,Hibbs,,,,,,,
Hiller,PA,Pennsylvania,FAYETTE,Hiller,,,,,,,
Hopwood,PA,Pennsylvania,FAYETTE,Hopwood,,,,,,,
Indian Head,PA,Pennsylvania,FAYETTE,Indian Head,,,,,,,
Isabella,PA,Pennsylvania,FAYETTE,Isabella,,,,,,,
Jacobs Creek,PA,Pennsylvania,WESTMORELAND,Jacobs Creek,,,,,,,
Keisterville,PA,Pennsylvania,FAYETTE,Keisterville,,,,,,,
La Belle,PA,Pennsylvania,FAYETTE,La Belle,,,,,,,
Lake Lynn,PA,Pennsylvania,FAYETTE,Lake Lynn,,,,,,,
Leckrone,PA,Pennsylvania,FAYETTE,Leckrone,,,,,,,
Leisenring,PA,Pennsylvania,FAYETTE,Leisenring,,,,,,,
Lemont Frnc,PA,Pennsylvania,FAYETTE,Lemont Furnace,,,,,,,
Lemont Frnce,PA,Pennsylvania,FAYETTE,Lemont Furnace,,,,,,,
Lemont Fce,PA,Pennsylvania,FAYETTE,Lemont Furnace,,,,,,,
Lemont Furnace,PA,Pennsylvania,FAYETTE,Lemont Furnace,,,,,,,
Lamberton,PA,Pennsylvania,FAYETTE,Mc Clellandtown,,,,,,,
Mcclellandtwn,PA,Pennsylvania,FAYETTE,Mc Clellandtown,,,,,,,
Mcclellandtown,PA,Pennsylvania,FAYETTE,Mc Clellandtown,,,,,,,
Mc Clellandtown,PA,Pennsylvania,FAYETTE,Mc Clellandtown,,,,,,,
Markleysburg,PA,Pennsylvania,FAYETTE,Markleysburg,,,,,,,
Martin,PA,Pennsylvania,FAYETTE,Martin,,,,,,,
Masontown,PA,Pennsylvania,FAYETTE,Masontown,,,,,,,
Melcroft,PA,Pennsylvania,FAYETTE,Melcroft,,,,,,,
Merrittstown,PA,Pennsylvania,FAYETTE,Merrittstown,,,,,,,
Mill Run,PA,Pennsylvania,FAYETTE,Mill Run,,,,,,,
Mt Braddock,PA,Pennsylvania,FAYETTE,Mount Braddock,,,,,,,
Mount Braddock,PA,Pennsylvania,FAYETTE,Mount Braddock,,,,,,,
Newell,PA,Pennsylvania,FAYETTE,Newell,,,,,,,
New Geneva,PA,Pennsylvania,FAYETTE,New Geneva,,,,,,,
New Salem,PA,Pennsylvania,FAYETTE,New Salem,,,,,,,
Normalville,PA,Pennsylvania,FAYETTE,Normalville,,,,,,,
Ohiopyle,PA,Pennsylvania,FAYETTE,Ohiopyle,,,,,,,
Oliver,PA,Pennsylvania,FAYETTE,Oliver,,,,,,,
Whitsett,PA,Pennsylvania,FAYETTE,Perryopolis,,,,,,,
Layton,PA,Pennsylvania,FAYETTE,Perryopolis,,,,,,,
Perryopolis,PA,Pennsylvania,FAYETTE,Perryopolis,,,,,,,
Point Marion,PA,Pennsylvania,FAYETTE,Point Marion,,,,,,,
Republic,PA,Pennsylvania,FAYETTE,Republic,,,,,,,
Ronco,PA,Pennsylvania,FAYETTE,Ronco,,,,,,,
Roscoe,PA,Pennsylvania,WASHINGTON,Roscoe,,,,,,,
Smithfield,PA,Pennsylvania,FAYETTE,Smithfield,,,,,,,
Van Meter,PA,Pennsylvania,WESTMORELAND,Smithton,,,,,,,
Smithton,PA,Pennsylvania,WESTMORELAND,Smithton,,,,,,,
Smock,PA,Pennsylvania,FAYETTE,Smock,,,,,,,
Star Junction,PA,Pennsylvania,FAYETTE,Star Junction,,,,,,,
Stockdale,PA,Pennsylvania,WASHINGTON,Stockdale,,,,,,,
Uledi,PA,Pennsylvania,FAYETTE,Uledi,,,,,,,
Ursina,PA,Pennsylvania,SOMERSET,Ursina,,,,,,,
Vanderbilt,PA,Pennsylvania,FAYETTE,Vanderbilt,,,,,,,
Waltersburg,PA,Pennsylvania,FAYETTE,Waltersburg,,,,,,,
W Leisenring,PA,Pennsylvania,FAYETTE,West Leisenring,,,,,,,
West Leisenring,PA,Pennsylvania,FAYETTE,West Leisenring,,,,,,,
White,PA,Pennsylvania,FAYETTE,White,,,,,,,
Wickhaven,PA,Pennsylvania,FAYETTE,Wickhaven,,,,,,,
Somerset,PA,Pennsylvania,SOMERSET,Somerset,,,,,,,
Hidden Valley,PA,Pennsylvania,SOMERSET,Hidden Valley,,,,,,,
Sci Somerset,PA,Pennsylvania,SOMERSET,Somerset,,,,,,,
Acosta,PA,Pennsylvania,SOMERSET,Acosta,,,,,,,
Alum Bank,PA,Pennsylvania,BEDFORD,Alum Bank,,,,,,,
Bedford,PA,Pennsylvania,BEDFORD,Bedford,,,,,,,
Berlin,PA,Pennsylvania,SOMERSET,Berlin,,,,,,,
Boswell,PA,Pennsylvania,SOMERSET,Boswell,,,,,,,
Boynton,PA,Pennsylvania,SOMERSET,Boynton,,,,,,,
Breezewood,PA,Pennsylvania,BEDFORD,Breezewood,,,,,,,
Buffalo Mills,PA,Pennsylvania,BEDFORD,Buffalo Mills,,,,,,,
Clearville,PA,Pennsylvania,BEDFORD,Clearville,,,,,,,
Crystal Spg,PA,Pennsylvania,FULTON,Crystal Spring,,,,,,,
Crystal Spring,PA,Pennsylvania,FULTON,Crystal Spring,,,,,,,
Everett,PA,Pennsylvania,BEDFORD,Everett,,,,,,,
Glencoe,PA,Pennsylvania,SOMERSET,Fairhope,,,,,,,
Fairhope,PA,Pennsylvania,SOMERSET,Fairhope,,,,,,,
Fishertown,PA,Pennsylvania,BEDFORD,Fishertown,,,,,,,
Fort Hill,PA,Pennsylvania,SOMERSET,Fort Hill,,,,,,,
Friedens,PA,Pennsylvania,SOMERSET,Friedens,,,,,,,
Garrett,PA,Pennsylvania,SOMERSET,Garrett,,,,,,,
Gray,PA,Pennsylvania,SOMERSET,Gray,,,,,,,
Hyndman,PA,Pennsylvania,BEDFORD,Hyndman,,,,,,,
Jenners,PA,Pennsylvania,SOMERSET,Jenners,,,,,,,
Jennerstown,PA,Pennsylvania,SOMERSET,Jennerstown,,,,,,,
Kantner,PA,Pennsylvania,SOMERSET,Kantner,,,,,,,
Listie,PA,Pennsylvania,SOMERSET,Listie,,,,,,,
Manns Choice,PA,Pennsylvania,BEDFORD,Manns Choice,,,,,,,
Markleton,PA,Pennsylvania,SOMERSET,Markleton,,,,,,,
Myersdale,PA,Pennsylvania,SOMERSET,Meyersdale,,,,,,,
Meyersdale,PA,Pennsylvania,SOMERSET,Meyersdale,,,,,,,
New Baltimore,PA,Pennsylvania,SOMERSET,New Baltimore,,,,,,,
New Paris,PA,Pennsylvania,BEDFORD,New Paris,,,,,,,
Quecreek,PA,Pennsylvania,SOMERSET,Quecreek,,,,,,,
Rockwood,PA,Pennsylvania,SOMERSET,Rockwood,,,,,,,
Salisbury,PA,Pennsylvania,SOMERSET,Salisbury,,,,,,,
Schellsburg,PA,Pennsylvania,BEDFORD,Schellsburg,,,,,,,
Shanksville,PA,Pennsylvania,SOMERSET,Shanksville,,,,,,,
Sipesville,PA,Pennsylvania,SOMERSET,Sipesville,,,,,,,
Springs,PA,Pennsylvania,SOMERSET,Springs,,,,,,,
Stoystown,PA,Pennsylvania,SOMERSET,Stoystown,,,,,,,
Wellersburg,PA,Pennsylvania,SOMERSET,Wellersburg,,,,,,,
W Salisbury,PA,Pennsylvania,SOMERSET,West Salisbury,,,,,,,
West Salisbury,PA,Pennsylvania,SOMERSET,West Salisbury,,,,,,,
Greensburg,PA,Pennsylvania,WESTMORELAND,Greensburg,,,,,,,
Gbg,PA,Pennsylvania,WESTMORELAND,Greensburg,,,,,,,
Bureau Of Voc Rehab,PA,Pennsylvania,WESTMORELAND,Greensburg,,,,,,,
Allegheny Power,PA,Pennsylvania,WESTMORELAND,Greensburg,,,,,,,
Acme,PA,Pennsylvania,WESTMORELAND,Acme,,,,,,,
Adamsburg,PA,Pennsylvania,WESTMORELAND,Adamsburg,,,,,,,
Alverton,PA,Pennsylvania,WESTMORELAND,Alverton,,,,,,,
Apollo,PA,Pennsylvania,WESTMORELAND,Apollo,,,,,,,
Ardara,PA,Pennsylvania,WESTMORELAND,Ardara,,,,,,,
Armbrust,PA,Pennsylvania,WESTMORELAND,Armbrust,,,,,,,
Arona,PA,Pennsylvania,WESTMORELAND,Arona,,,,,,,
Edmon,PA,Pennsylvania,WESTMORELAND,Avonmore,,,,,,,
Avonmore,PA,Pennsylvania,WESTMORELAND,Avonmore,,,,,,,
Bovard,PA,Pennsylvania,WESTMORELAND,Bovard,,,,,,,
Bradenville,PA,Pennsylvania,WESTMORELAND,Bradenville,,,,,,,
Calumet,PA,Pennsylvania,WESTMORELAND,Calumet,,,,,,,
Champion,PA,Pennsylvania,WESTMORELAND,Champion,,,,,,,
Claridge,PA,Pennsylvania,WESTMORELAND,Claridge,,,,,,,
Crabtree,PA,Pennsylvania,WESTMORELAND,Crabtree,,,,,,,
Darragh,PA,Pennsylvania,WESTMORELAND,Darragh,,,,,,,
Delmont,PA,Pennsylvania,WESTMORELAND,Delmont,,,,,,,
Derry,PA,Pennsylvania,WESTMORELAND,Derry,,,,,,,
Donegal,PA,Pennsylvania,WESTMORELAND,Donegal,,,,,,,
East Vandergrift,PA,Pennsylvania,WESTMORELAND,East Vandergrift,,,,,,,
E Vandergrift,PA,Pennsylvania,WESTMORELAND,East Vandergrift,,,,,,,
Everson,PA,Pennsylvania,FAYETTE,Everson,,,,,,,
Export,PA,Pennsylvania,WESTMORELAND,Export,,,,,,,
Murrysville,PA,Pennsylvania,WESTMORELAND,Export,,,,,,,
Forbes Rd,PA,Pennsylvania,WESTMORELAND,Forbes Road,,,,,,,
Forbes Road,PA,Pennsylvania,WESTMORELAND,Forbes Road,,,,,,,
Grapeville,PA,Pennsylvania,WESTMORELAND,Grapeville,,,,,,,
Hannastown,PA,Pennsylvania,WESTMORELAND,Hannastown,,,,,,,
Harrison City,PA,Pennsylvania,WESTMORELAND,Harrison City,,,,,,,
Herminie,PA,Pennsylvania,WESTMORELAND,Herminie,,,,,,,
Hostetter,PA,Pennsylvania,WESTMORELAND,Hostetter,,,,,,,
Hunker,PA,Pennsylvania,WESTMORELAND,Hunker,,,,,,,
Hutchinson,PA,Pennsylvania,WESTMORELAND,Hutchinson,,,,,,,
Hyde Park,PA,Pennsylvania,WESTMORELAND,Hyde Park,,,,,,,
No Huntingdon,PA,Pennsylvania,WESTMORELAND,Irwin,,,,,,,
North Irwin,PA,Pennsylvania,WESTMORELAND,Irwin,,,,,,,
North Huntingdon,PA,Pennsylvania,WESTMORELAND,Irwin,,,,,,,
Irwin,PA,Pennsylvania,WESTMORELAND,Irwin,,,,,,,
N Huntingdon,PA,Pennsylvania,WESTMORELAND,Irwin,,,,,,,
Jeannette,PA,Pennsylvania,WESTMORELAND,Jeannette,,,,,,,
Jones Mills,PA,Pennsylvania,WESTMORELAND,Jones Mills,,,,,,,
Larimer,PA,Pennsylvania,WESTMORELAND,Larimer,,,,,,,
Latrobe,PA,Pennsylvania,WESTMORELAND,Latrobe,,,,,,,
Laughlintown,PA,Pennsylvania,WESTMORELAND,Laughlintown,,,,,,,
W Leechburg,PA,Pennsylvania,ARMSTRONG,Leechburg,,,,,,,
N Leechburg,PA,Pennsylvania,ARMSTRONG,Leechburg,,,,,,,
Leechburg,PA,Pennsylvania,ARMSTRONG,Leechburg,,,,,,,
North Leechburg,PA,Pennsylvania,ARMSTRONG,Leechburg,,,,,,,
West Leechburg,PA,Pennsylvania,ARMSTRONG,Leechburg,,,,,,,
Wilpen,PA,Pennsylvania,WESTMORELAND,Ligonier,,,,,,,
Ligonier,PA,Pennsylvania,WESTMORELAND,Ligonier,,,,,,,
Lowber,PA,Pennsylvania,WESTMORELAND,Lowber,,,,,,,
Loyalhanna,PA,Pennsylvania,WESTMORELAND,Loyalhanna,,,,,,,
Luxor,PA,Pennsylvania,WESTMORELAND,Luxor,,,,,,,
Madison,PA,Pennsylvania,WESTMORELAND,Madison,,,,,,,
Mammoth,PA,Pennsylvania,WESTMORELAND,Mammoth,,,,,,,
Manor,PA,Pennsylvania,WESTMORELAND,Manor,,,,,,,
Mount Pleasant,PA,Pennsylvania,WESTMORELAND,Mount Pleasant,,,,,,,
Mt Pleasant,PA,Pennsylvania,WESTMORELAND,Mount Pleasant,,,,,,,
Murrysville,PA,Pennsylvania,WESTMORELAND,Murrysville,,,,,,,
New Alexandria,PA,Pennsylvania,WESTMORELAND,New Alexandria,,,,,,,
New Alexandri,PA,Pennsylvania,WESTMORELAND,New Alexandria,,,,,,,
New Derry,PA,Pennsylvania,WESTMORELAND,New Derry,,,,,,,
New Stanton,PA,Pennsylvania,WESTMORELAND,New Stanton,,,,,,,
North Apollo,PA,Pennsylvania,ARMSTRONG,North Apollo,,,,,,,
Norvelt,PA,Pennsylvania,WESTMORELAND,Norvelt,,,,,,,
Penn,PA,Pennsylvania,WESTMORELAND,Penn,,,,,,,
Pleasant Unty,PA,Pennsylvania,WESTMORELAND,Pleasant Unity,,,,,,,
Pleasant Unity,PA,Pennsylvania,WESTMORELAND,Pleasant Unity,,,,,,,
Rector,PA,Pennsylvania,WESTMORELAND,Rector,,,,,,,
Rillton,PA,Pennsylvania,WESTMORELAND,Rillton,,,,,,,
Ruffs Dale,PA,Pennsylvania,WESTMORELAND,Ruffs Dale,,,,,,,
Salina,PA,Pennsylvania,WESTMORELAND,Salina,,,,,,,
Saltsburg,PA,Pennsylvania,INDIANA,Saltsburg,,,,,,,
Schenley,PA,Pennsylvania,ARMSTRONG,Schenley,,,,,,,
Scottdale,PA,Pennsylvania,WESTMORELAND,Scottdale,,,,,,,
Slickville,PA,Pennsylvania,WESTMORELAND,Slickville,,,,,,,
Southwest,PA,Pennsylvania,WESTMORELAND,Southwest,,,,,,,
Spring Church,PA,Pennsylvania,ARMSTRONG,Spring Church,,,,,,,
Stahlstown,PA,Pennsylvania,WESTMORELAND,Stahlstown,,,,,,,
Tarrs,PA,Pennsylvania,WESTMORELAND,Tarrs,,,,,,,
United,PA,Pennsylvania,WESTMORELAND,United,,,,,,,
Park,PA,Pennsylvania,WESTMORELAND,Vandergrift,,,,,,,
Vandergrift,PA,Pennsylvania,WESTMORELAND,Vandergrift,,,,,,,
Wendel,PA,Pennsylvania,WESTMORELAND,Wendel,,,,,,,
Westmrlnd Cty,PA,Pennsylvania,WESTMORELAND,Westmoreland City,,,,,,,
Westmoreland City,PA,Pennsylvania,WESTMORELAND,Westmoreland City,,,,,,,
Whitney,PA,Pennsylvania,WESTMORELAND,Whitney,,,,,,,
Wyano,PA,Pennsylvania,WESTMORELAND,Wyano,,,,,,,
Youngstown,PA,Pennsylvania,WESTMORELAND,Youngstown,,,,,,,
Youngwood,PA,Pennsylvania,WESTMORELAND,Youngwood,,,,,,,
Yukon,PA,Pennsylvania,WESTMORELAND,Yukon,,,,,,,
Indiana,PA,Pennsylvania,INDIANA,Indiana,,,,,,,
Indiana Univ Of Pa,PA,Pennsylvania,INDIANA,Indiana,,,,,,,
Alverda,PA,Pennsylvania,INDIANA,Alverda,,,,,,,
Anita,PA,Pennsylvania,JEFFERSON,Anita,,,,,,,
Arcadia,PA,Pennsylvania,INDIANA,Arcadia,,,,,,,
Aultman,PA,Pennsylvania,INDIANA,Aultman,,,,,,,
Northern Cambria,PA,Pennsylvania,CAMBRIA,Northern Cambria,,,,,,,
N Cambria,PA,Pennsylvania,CAMBRIA,Northern Cambria,,,,,,,
Barnesboro,PA,Pennsylvania,CAMBRIA,Northern Cambria,,,,,,,
Big Run,PA,Pennsylvania,JEFFERSON,Big Run,,,,,,,
Black Lick,PA,Pennsylvania,INDIANA,Black Lick,,,,,,,
Blairsville,PA,Pennsylvania,INDIANA,Blairsville,,,,,,,
Brush Valley,PA,Pennsylvania,INDIANA,Brush Valley,,,,,,,
Burnside,PA,Pennsylvania,CLEARFIELD,Burnside,,,,,,,
Carrolltown,PA,Pennsylvania,CAMBRIA,Carrolltown,,,,,,,
Chambersville,PA,Pennsylvania,INDIANA,Chambersville,,,,,,,
Cherry Tree,PA,Pennsylvania,INDIANA,Cherry Tree,,,,,,,
Clarksburg,PA,Pennsylvania,INDIANA,Clarksburg,,,,,,,
Clune,PA,Pennsylvania,INDIANA,Clune,,,,,,,
Clymer,PA,Pennsylvania,INDIANA,Clymer,,,,,,,
Commodore,PA,Pennsylvania,INDIANA,Commodore,,,,,,,
Coolspring,PA,Pennsylvania,JEFFERSON,Coolspring,,,,,,,
Coral,PA,Pennsylvania,INDIANA,Coral,,,,,,,
Creekside,PA,Pennsylvania,INDIANA,Creekside,,,,,,,
De Lancey,PA,Pennsylvania,JEFFERSON,De Lancey,,,,,,,
Dixonville,PA,Pennsylvania,INDIANA,Dixonville,,,,,,,
Elderton,PA,Pennsylvania,ARMSTRONG,Elderton,,,,,,,
Elmora,PA,Pennsylvania,CAMBRIA,Elmora,,,,,,,
Emeigh,PA,Pennsylvania,CAMBRIA,Emeigh,,,,,,,
Ernest,PA,Pennsylvania,INDIANA,Ernest,,,,,,,
Gipsy,PA,Pennsylvania,INDIANA,Gipsy,,,,,,,
Glen Campbell,PA,Pennsylvania,INDIANA,Glen Campbell,,,,,,,
Hamilton,PA,Pennsylvania,JEFFERSON,Hamilton,,,,,,,
Heilwood,PA,Pennsylvania,INDIANA,Heilwood,,,,,,,
Hillsdale,PA,Pennsylvania,INDIANA,Hillsdale,,,,,,,
Home,PA,Pennsylvania,INDIANA,Home,,,,,,,
Waterman,PA,Pennsylvania,INDIANA,Homer City,,,,,,,
Graceton,PA,Pennsylvania,INDIANA,Homer City,,,,,,,
Homer City,PA,Pennsylvania,INDIANA,Homer City,,,,,,,
Josephine,PA,Pennsylvania,INDIANA,Josephine,,,,,,,
Kent,PA,Pennsylvania,INDIANA,Kent,,,,,,,
La Jose,PA,Pennsylvania,CLEARFIELD,La Jose,,,,,,,
Lucernemines,PA,Pennsylvania,INDIANA,Lucernemines,,,,,,,
Mcintyre,PA,Pennsylvania,INDIANA,Mc Intyre,,,,,,,
Mc Intyre,PA,Pennsylvania,INDIANA,Mc Intyre,,,,,,,
Mcgees Mills,PA,Pennsylvania,CLEARFIELD,Mahaffey,,,,,,,
Mahaffey,PA,Pennsylvania,CLEARFIELD,Mahaffey,,,,,,,
Mc Gees Mills,PA,Pennsylvania,CLEARFIELD,Mcgees Mills,,,,,,,
Marchand,PA,Pennsylvania,INDIANA,Marchand,,,,,,,
Marion Center,PA,Pennsylvania,INDIANA,Marion Center,,,,,,,
Marsteller,PA,Pennsylvania,CAMBRIA,Marsteller,,,,,,,
Mentcle,PA,Pennsylvania,INDIANA,Mentcle,,,,,,,
Nicktown,PA,Pennsylvania,CAMBRIA,Nicktown,,,,,,,
Northpoint,PA,Pennsylvania,INDIANA,Northpoint,,,,,,,
Oliveburg,PA,Pennsylvania,JEFFERSON,Oliveburg,,,,,,,
Penn Run,PA,Pennsylvania,INDIANA,Penn Run,,,,,,,
Punxsutawney,PA,Pennsylvania,JEFFERSON,Punxsutawney,,,,,,,
Juneau,PA,Pennsylvania,JEFFERSON,Punxsutawney,,,,,,,
Frostburg,PA,Pennsylvania,JEFFERSON,Punxsutawney,,,,,,,
Ringgold,PA,Pennsylvania,JEFFERSON,Ringgold,,,,,,,
Rochester Mls,PA,Pennsylvania,INDIANA,Rochester Mills,,,,,,,
Rochester Mills,PA,Pennsylvania,INDIANA,Rochester Mills,,,,,,,
Rossiter,PA,Pennsylvania,INDIANA,Rossiter,,,,,,,
St Benedict,PA,Pennsylvania,CAMBRIA,Saint Benedict,,,,,,,
Saint Benedict,PA,Pennsylvania,CAMBRIA,Saint Benedict,,,,,,,
Shelocta,PA,Pennsylvania,INDIANA,Shelocta,,,,,,,
Spangler,PA,Pennsylvania,CAMBRIA,Spangler,,,,,,,
Sprankle Mills,PA,Pennsylvania,JEFFERSON,Sprankle Mills,,,,,,,
Sprankle Mls,PA,Pennsylvania,JEFFERSON,Sprankle Mills,,,,,,,
Starford,PA,Pennsylvania,INDIANA,Starford,,,,,,,
Timblin,PA,Pennsylvania,JEFFERSON,Timblin,,,,,,,
Torrance,PA,Pennsylvania,WESTMORELAND,Torrance,,,,,,,
Valier,PA,Pennsylvania,JEFFERSON,Valier,,,,,,,
Walston,PA,Pennsylvania,JEFFERSON,Walston,,,,,,,
West Lebanon,PA,Pennsylvania,INDIANA,West Lebanon,,,,,,,
Worthville,PA,Pennsylvania,JEFFERSON,Worthville,,,,,,,
Du Bois,PA,Pennsylvania,CLEARFIELD,Du Bois,,,,,,,
Dubois,PA,Pennsylvania,CLEARFIELD,Du Bois,,,,,,,
Benezett,PA,Pennsylvania,ELK,Benezett,,,,,,,
Benezette,PA,Pennsylvania,ELK,Benezett,,,,,,,
Brandy Camp,PA,Pennsylvania,ELK,Brandy Camp,,,,,,,
Brockport,PA,Pennsylvania,ELK,Brockport,,,,,,,
Brockway,PA,Pennsylvania,JEFFERSON,Brockway,,,,,,,
Brookville,PA,Pennsylvania,JEFFERSON,Brookville,,,,,,,
Hazen,PA,Pennsylvania,JEFFERSON,Brookville,,,,,,,
Byrnedale,PA,Pennsylvania,ELK,Byrnedale,,,,,,,
Clarington,PA,Pennsylvania,FOREST,Clarington,,,,,,,
Corsica,PA,Pennsylvania,JEFFERSON,Corsica,,,,,,,
Dagus Mines,PA,Pennsylvania,ELK,Dagus Mines,,,,,,,
Driftwood,PA,Pennsylvania,CAMERON,Driftwood,,,,,,,
Emporium,PA,Pennsylvania,CAMERON,Emporium,,,,,,,
Falls Creek,PA,Pennsylvania,JEFFERSON,Falls Creek,,,,,,,
Force,PA,Pennsylvania,ELK,Force,,,,,,,
Johnsonburg,PA,Pennsylvania,ELK,Johnsonburg,,,,,,,
Kersey,PA,Pennsylvania,ELK,Kersey,,,,,,,
Knox Dale,PA,Pennsylvania,JEFFERSON,Knox Dale,,,,,,,
Luthersburg,PA,Pennsylvania,CLEARFIELD,Luthersburg,,,,,,,
Penfield,PA,Pennsylvania,CLEARFIELD,Penfield,,,,,,,
Reynoldsville,PA,Pennsylvania,JEFFERSON,Reynoldsville,,,,,,,
Portland Mills,PA,Pennsylvania,ELK,Ridgway,,,,,,,
Ridgway,PA,Pennsylvania,ELK,Ridgway,,,,,,,
Portland Mls,PA,Pennsylvania,ELK,Ridgway,,,,,,,
Rockton,PA,Pennsylvania,CLEARFIELD,Rockton,,,,,,,
Saint Marys,PA,Pennsylvania,ELK,Saint Marys,,,,,,,
St Marys,PA,Pennsylvania,ELK,Saint Marys,,,,,,,
Sigel,PA,Pennsylvania,JEFFERSON,Sigel,,,,,,,
Hallton,PA,Pennsylvania,JEFFERSON,Sigel,,,,,,,
Sinnamahoning,PA,Pennsylvania,CAMERON,Sinnamahoning,,,,,,,
Stump Creek,PA,Pennsylvania,JEFFERSON,Stump Creek,,,,,,,
Summerville,PA,Pennsylvania,JEFFERSON,Summerville,,,,,,,
Sykesville,PA,Pennsylvania,JEFFERSON,Sykesville,,,,,,,
Troutville,PA,Pennsylvania,CLEARFIELD,Troutville,,,,,,,
Weedville,PA,Pennsylvania,ELK,Weedville,,,,,,,
Wilcox,PA,Pennsylvania,ELK,Wilcox,,,,,,,
Johnstown,PA,Pennsylvania,CAMBRIA,Johnstown,,,,,,,
Conemaugh,PA,Pennsylvania,CAMBRIA,Johnstown,,,,,,,
Armagh,PA,Pennsylvania,INDIANA,Armagh,,,,,,,
Beaverdale,PA,Pennsylvania,CAMBRIA,Beaverdale,,,,,,,
Belsano,PA,Pennsylvania,CAMBRIA,Belsano,,,,,,,
Bolivar,PA,Pennsylvania,WESTMORELAND,Bolivar,,,,,,,
Cairnbrook,PA,Pennsylvania,SOMERSET,Cairnbrook,,,,,,,
Cassandra,PA,Pennsylvania,CAMBRIA,Cassandra,,,,,,,
Central City,PA,Pennsylvania,SOMERSET,Central City,,,,,,,
Colver,PA,Pennsylvania,CAMBRIA,Colver,,,,,,,
Davidsville,PA,Pennsylvania,SOMERSET,Davidsville,,,,,,,
Dilltown,PA,Pennsylvania,INDIANA,Dilltown,,,,,,,
Dunlo,PA,Pennsylvania,CAMBRIA,Dunlo,,,,,,,
Ebensburg,PA,Pennsylvania,CAMBRIA,Ebensburg,,,,,,,
Elton,PA,Pennsylvania,CAMBRIA,Elton,,,,,,,
Hollsopple,PA,Pennsylvania,SOMERSET,Hollsopple,,,,,,,
Hooversville,PA,Pennsylvania,SOMERSET,Hooversville,,,,,,,
Jerome,PA,Pennsylvania,SOMERSET,Jerome,,,,,,,
Lilly,PA,Pennsylvania,CAMBRIA,Lilly,,,,,,,
Loretto,PA,Pennsylvania,CAMBRIA,Loretto,,,,,,,
Mineral Point,PA,Pennsylvania,CAMBRIA,Mineral Point,,,,,,,
Nanty Glo,PA,Pennsylvania,CAMBRIA,Nanty Glo,,,,,,,
New Florence,PA,Pennsylvania,WESTMORELAND,New Florence,,,,,,,
Parkhill,PA,Pennsylvania,CAMBRIA,Parkhill,,,,,,,
Johnstown,PA,Pennsylvania,CAMBRIA,Parkhill,,,,,,,
Portage,PA,Pennsylvania,CAMBRIA,Portage,,,,,,,
Puritan,PA,Pennsylvania,CAMBRIA,Portage,,,,,,,
Revloc,PA,Pennsylvania,CAMBRIA,Revloc,,,,,,,
Robinson,PA,Pennsylvania,INDIANA,Robinson,,,,,,,
Saint Michael,PA,Pennsylvania,CAMBRIA,Saint Michael,,,,,,,
Salix,PA,Pennsylvania,CAMBRIA,Salix,,,,,,,
Seanor,PA,Pennsylvania,SOMERSET,Seanor,,,,,,,
Seward,PA,Pennsylvania,WESTMORELAND,Seward,,,,,,,
Boltz,PA,Pennsylvania,WESTMORELAND,Seward,,,,,,,
Cramer,PA,Pennsylvania,WESTMORELAND,Seward,,,,,,,
Sidman,PA,Pennsylvania,CAMBRIA,Sidman,,,,,,,
Ehrenfeld,PA,Pennsylvania,CAMBRIA,South Fork,,,,,,,
South Fork,PA,Pennsylvania,CAMBRIA,South Fork,,,,,,,
Strongstown,PA,Pennsylvania,INDIANA,Strongstown,,,,,,,
Summerhill,PA,Pennsylvania,CAMBRIA,Summerhill,,,,,,,
Tire Hill,PA,Pennsylvania,SOMERSET,Tire Hill,,,,,,,
Twin Rocks,PA,Pennsylvania,CAMBRIA,Twin Rocks,,,,,,,
Vintondale,PA,Pennsylvania,CAMBRIA,Vintondale,,,,,,,
Wilmore,PA,Pennsylvania,CAMBRIA,Wilmore,,,,,,,
Windber,PA,Pennsylvania,SOMERSET,Windber,,,,,,,
Meridian,PA,Pennsylvania,BUTLER,Butler,,,,,,,
Butler,PA,Pennsylvania,BUTLER,Butler,,,,,,,
Social Security Admin,PA,Pennsylvania,BUTLER,Boyers,,,,,,,
Boyers,PA,Pennsylvania,BUTLER,Boyers,,,,,,,
Office Of Personnel Mgmt,PA,Pennsylvania,BUTLER,Boyers,,,,,,,
Natl Agency For Check Inqu,PA,Pennsylvania,BUTLER,Boyers,,,,,,,
Annandale,PA,Pennsylvania,BUTLER,Boyers,,,,,,,
Branchton,PA,Pennsylvania,BUTLER,Branchton,,,,,,,
Bruin,PA,Pennsylvania,BUTLER,Bruin,,,,,,,
Marwood,PA,Pennsylvania,BUTLER,Cabot,,,,,,,
Cabot,PA,Pennsylvania,BUTLER,Cabot,,,,,,,
Callery,PA,Pennsylvania,BUTLER,Callery,,,,,,,
Chicora,PA,Pennsylvania,BUTLER,Chicora,,,,,,,
